日付,地点名,観測地点名,県,緯度,経度,気温_平均,気温_最高,気温_最低,風速_最大,風向,降水量,天気コード,天気,水温,最大波高,波向,波周期,潮汐,月齢,月相
2025-06-27,高松,高松,香川県,34.35,134.05,24.1,25.2,23,12.3,W,0,3,曇り,24.5,0.1,WSW,2.4,大潮,1.3,新月
2025-06-27,阿南,阿南,徳島県,33.92,134.66,24.3,25.3,23.5,6.2,NNE,0,3,曇り,24.6,0.5,SSE,5.8,大潮,1.3,新月
2025-06-28,室戸,室戸,高知県,33.29,134.18,24.9,26.2,23.5,4.6,ESE,0,0,快晴,26.4,0.7,SE,8.2,中潮,2.3,三日月
2025-06-28,高知,高知,高知県,33.56,133.54,24.6,27.2,22,8,N,0,2,一部曇り,26.9,0.6,SSE,8.3,中潮,2.3,三日月
2025-06-28,足摺,足摺,高知県,32.72,132.72,25.5,26.4,24.5,14.1,NW,0,1,晴れ,28,0.8,ESE,6.2,中潮,2.3,三日月
2025-06-28,宇和島,宇和島,愛媛県,33.22,132.56,24.9,26,23.8,8.1,NW,0,0,快晴,25.9,0.2,WNW,3.2,中潮,2.3,三日月
2025-06-28,松山,松山,愛媛県,33.84,132.77,23.2,23.9,22.4,5.2,SW,0,0,快晴,25.1,0.1,W,2.6,中潮,2.3,三日月
2025-06-28,来島,来島,愛媛県,34.12,132.99,23.3,25,21.3,4.4,W,0,0,快晴,24.4,0,SW,2.3,中潮,2.3,三日月
2025-06-28,高松,高松,香川県,34.35,134.05,23.7,24.9,22.5,5.8,WSW,0,0,快晴,24.3,0,W,2.2,中潮,2.3,三日月
2025-06-28,阿南,阿南,徳島県,33.92,134.66,23.8,24.7,22.9,13.8,N,0,2,一部曇り,24.8,0.4,SSE,5.7,中潮,2.3,三日月
2025-06-29,室戸,室戸,高知県,33.29,134.18,25.1,27,22.9,4.9,N,0,0,快晴,26.2,0.7,SE,10.1,中潮,3.3,三日月
2025-06-29,高知,高知,高知県,33.56,133.54,25.8,28.3,22.9,5.7,N,0,0,快晴,27,0.5,SE,10,中潮,3.3,三日月
2025-06-29,足摺,足摺,高知県,32.72,132.72,26,27.9,23.9,6.6,NE,0,0,快晴,28.1,0.6,SE,9,中潮,3.3,三日月
2025-06-29,宇和島,宇和島,愛媛県,33.22,132.56,26.1,28.2,23.8,3.6,SE,0,0,快晴,25.9,0.1,SW,5.2,中潮,3.3,三日月
2025-06-29,松山,松山,愛媛県,33.84,132.77,23.7,25.1,22.1,4,ESE,0,0,快晴,25.6,0.1,W,2.6,中潮,3.3,三日月
2025-06-29,来島,来島,愛媛県,34.12,132.99,24.9,26,23.9,4.4,ESE,0,0,快晴,25,0,WSW,2.4,中潮,3.3,三日月
2025-06-29,高松,高松,香川県,34.35,134.05,24.9,26.6,23.1,5.5,NE,0,0,快晴,24.4,0,ENE,2,中潮,3.3,三日月
2025-06-29,阿南,阿南,徳島県,33.92,134.66,25.7,27.2,23.9,4.4,WNW,0,2,一部曇り,25.3,0.3,SSE,7.9,中潮,3.3,三日月
2025-06-30,室戸,室戸,高知県,33.29,134.18,25.4,26.9,23.6,4.9,WSW,0,0,快晴,26.4,0.7,SE,9.2,中潮,4.3,三日月
2025-06-30,高知,高知,高知県,33.56,133.54,26.2,27.5,24.7,2.3,S,0,0,快晴,27.3,0.5,SSE,9,中潮,4.3,三日月
2025-06-30,足摺,足摺,高知県,32.72,132.72,26.1,27.6,24.3,5.4,ENE,0,1,晴れ,28.8,0.8,SE,8.5,中潮,4.3,三日月
2025-06-30,宇和島,宇和島,愛媛県,33.22,132.56,26.7,28.7,24.3,6.2,E,0,0,快晴,26.5,0.1,S,6.6,中潮,4.3,三日月
2025-06-30,松山,松山,愛媛県,33.84,132.77,24.7,25.8,23.3,4.4,NW,0,0,快晴,26.1,0,SW,2.7,中潮,4.3,三日月
2025-06-30,来島,来島,愛媛県,34.12,132.99,26.4,27.4,25.2,5.1,SW,0,0,快晴,25.4,0,SW,2.1,中潮,4.3,三日月
2025-06-30,高松,高松,香川県,34.35,134.05,27,28.6,25.1,6.6,WNW,0,0,快晴,25,0,ESE,2.4,中潮,4.3,三日月
2025-06-30,阿南,阿南,徳島県,33.92,134.66,26.8,28.5,25,7.1,SW,0,0,快晴,25.4,0.3,SSE,7.7,中潮,4.3,三日月
2025-07-01,室戸,室戸,高知県,33.29,134.18,25.9,27.1,24.5,8.5,W,0,0,快晴,26.9,0.7,SE,9,小潮,5.3,三日月
2025-07-01,高知,高知,高知県,33.56,133.54,26.7,28.1,25.3,2.2,NE,0,2,一部曇り,27.7,0.5,SSE,8.7,小潮,5.3,三日月
2025-07-01,足摺,足摺,高知県,32.72,132.72,26.8,27.9,25.4,7.3,SW,0,1,晴れ,28.9,1,SE,9.3,小潮,5.3,三日月
2025-07-01,宇和島,宇和島,愛媛県,33.22,132.56,26.7,28.7,24.1,4.8,SSW,0,0,快晴,27.1,0.1,S,5.8,小潮,5.3,三日月
2025-07-01,松山,松山,愛媛県,33.84,132.77,25.5,26.3,24.5,5.9,NW,0,2,一部曇り,26.5,0.1,SW,2.7,小潮,5.3,三日月
2025-07-01,来島,来島,愛媛県,34.12,132.99,26.1,26.8,25.2,7.9,WSW,0,2,一部曇り,25.6,0.1,SW,2.5,小潮,5.3,三日月
2025-07-01,高松,高松,香川県,34.35,134.05,28,29.4,26.6,10,WNW,0,0,快晴,25.3,0.1,WSW,2.2,小潮,5.3,三日月
2025-07-01,阿南,阿南,徳島県,33.92,134.66,27.4,28.9,25.8,5.3,NNE,0,0,快晴,25.8,0.3,SSE,6.7,小潮,5.3,三日月
2025-07-02,室戸,室戸,高知県,33.29,134.18,26.5,28,24.9,6.3,W,0,3,曇り,27.9,0.7,SE,9,小潮,6.3,上弦
2025-07-02,高知,高知,高知県,33.56,133.54,27.1,28.7,25.3,2.3,SSE,0,3,曇り,28,0.5,SSE,8.9,小潮,6.3,上弦
2025-07-02,足摺,足摺,高知県,32.72,132.72,27.3,28.3,26.3,8.3,W,0,3,曇り,29.2,0.7,SE,8,小潮,6.3,上弦
2025-07-02,宇和島,宇和島,愛媛県,33.22,132.56,27.1,29,24.9,2,NW,0,3,曇り,28,0.1,S,5.8,小潮,6.3,上弦
2025-07-02,松山,松山,愛媛県,33.84,132.77,26.5,28.4,24.6,6.2,SE,0,3,曇り,26.8,0,SW,2.1,小潮,6.3,上弦
2025-07-02,来島,来島,愛媛県,34.12,132.99,27,27.9,25.8,11.3,SW,0,2,一部曇り,26,0.1,SW,1.8,小潮,6.3,上弦
2025-07-02,高松,高松,香川県,34.35,134.05,28.2,29.5,27.1,11.7,W,0,3,曇り,25.5,0.1,WSW,2,小潮,6.3,上弦
2025-07-02,阿南,阿南,徳島県,33.92,134.66,27.4,28.5,26.1,9.9,N,0,3,曇り,26.3,0.3,SSE,7.1,小潮,6.3,上弦
2025-07-03,室戸,室戸,高知県,33.29,134.18,26.7,28.5,25.2,6.5,WNW,0,3,曇り,28.2,0.7,SE,9.4,小潮,7.3,上弦
2025-07-03,高知,高知,高知県,33.56,133.54,26.9,28.7,24.8,4.6,NNW,0,0,快晴,28.2,0.5,SE,9.2,小潮,7.3,上弦
2025-07-03,足摺,足摺,高知県,32.72,132.72,27.5,28.5,26.3,5.4,WSW,0,1,晴れ,29,0.8,SE,8.3,小潮,7.3,上弦
2025-07-03,宇和島,宇和島,愛媛県,33.22,132.56,27.5,29.2,25.9,6.2,E,0,1,晴れ,28.3,0.1,S,4.8,小潮,7.3,上弦
2025-07-03,松山,松山,愛媛県,33.84,132.77,26.5,27.4,25.4,4.1,ESE,0,0,快晴,27,0.1,SW,2.2,小潮,7.3,上弦
2025-07-03,来島,来島,愛媛県,34.12,132.99,26.3,27.4,25,5.8,W,0,0,快晴,26.3,0.1,SW,1.9,小潮,7.3,上弦
2025-07-03,高松,高松,香川県,34.35,134.05,28.1,29.5,27,6.2,WNW,0,2,一部曇り,25.9,0,SW,2.1,小潮,7.3,上弦
2025-07-03,阿南,阿南,徳島県,33.92,134.66,27.2,28.5,25.9,10.8,N,0.7,53,霧雨,26.5,0.3,SSE,7,小潮,7.3,上弦
2025-07-04,室戸,室戸,高知県,33.29,134.18,26.8,28.2,25.2,8.1,NW,0,0,快晴,28.7,1,SE,9.6,長潮,8.3,上弦
2025-07-04,高知,高知,高知県,33.56,133.54,26.8,28.8,24.7,3.2,NNW,0,0,快晴,28.5,0.6,SE,9.4,長潮,8.3,上弦
2025-07-04,足摺,足摺,高知県,32.72,132.72,27.9,28.8,26.8,7.9,SW,0,1,晴れ,28.8,0.9,SE,8.6,長潮,8.3,上弦
2025-07-04,宇和島,宇和島,愛媛県,33.22,132.56,27.6,29.4,26,5.6,E,0,2,一部曇り,28,0.2,S,4.3,長潮,8.3,上弦
2025-07-04,松山,松山,愛媛県,33.84,132.77,26.6,27.9,25.4,4.6,S,0,3,曇り,27.2,0.1,SW,2.3,長潮,8.3,上弦
2025-07-04,来島,来島,愛媛県,34.12,132.99,27.5,29,25.8,8.9,WSW,0,2,一部曇り,26.5,0.1,SW,2.2,長潮,8.3,上弦
2025-07-04,高松,高松,香川県,34.35,134.05,28,29.5,26.5,3.2,NNW,0,1,晴れ,26.1,0,ESE,2.5,長潮,8.3,上弦
2025-07-04,阿南,阿南,徳島県,33.92,134.66,27.1,28.4,25.7,3.5,WNW,0,1,晴れ,26.9,0.4,SE,6.7,長潮,8.3,上弦
2025-07-05,室戸,室戸,高知県,33.29,134.18,27.1,28.7,25.5,9.1,NW,0,3,曇り,28.5,1.4,ESE,9.5,長潮,9.3,十日夜
2025-07-05,高知,高知,高知県,33.56,133.54,26.7,29.1,23.8,3.4,N,0,3,曇り,28.6,0.9,SE,9.2,長潮,9.3,十日夜
2025-07-05,足摺,足摺,高知県,32.72,132.72,27.9,29,26.7,6.2,NW,0,3,曇り,28.8,1.1,ESE,8.8,長潮,9.3,十日夜
2025-07-05,宇和島,宇和島,愛媛県,33.22,132.56,27.7,29.1,26.2,11.1,NNW,0,3,曇り,28.1,0.1,S,5.2,長潮,9.3,十日夜
2025-07-05,松山,松山,愛媛県,33.84,132.77,26.6,27.3,26.1,9.3,SW,0,3,曇り,27.2,0.1,WSW,2.2,長潮,9.3,十日夜
2025-07-05,来島,来島,愛媛県,34.12,132.99,27.9,28.8,27.3,18.4,WSW,0,3,曇り,26.6,0.3,SW,2.3,長潮,9.3,十日夜
2025-07-05,高松,高松,香川県,34.35,134.05,28.5,29.7,27.5,16.9,W,0,3,曇り,26.4,0.2,WSW,2.3,長潮,9.3,十日夜
2025-07-05,阿南,阿南,徳島県,33.92,134.66,27.1,28,26.2,8.4,N,0,3,曇り,27.1,0.5,SE,7.8,長潮,9.3,十日夜
2025-07-06,室戸,室戸,高知県,33.29,134.18,27.3,28.9,25.6,2.3,ESE,0,3,曇り,28.5,1,ESE,8.2,若潮,10.3,十日夜
2025-07-06,高知,高知,高知県,33.56,133.54,27.3,29.8,24.7,7.4,N,0,3,曇り,28.9,0.7,SE,8.1,若潮,10.3,十日夜
2025-07-06,足摺,足摺,高知県,32.72,132.72,27.4,29.1,25.3,7.6,N,0,3,曇り,28.2,0.9,SE,7.8,若潮,10.3,十日夜
2025-07-06,宇和島,宇和島,愛媛県,33.22,132.56,27.5,28.9,25.9,11.4,NNW,0,3,曇り,28,0.1,SSW,4.7,若潮,10.3,十日夜
2025-07-06,松山,松山,愛媛県,33.84,132.77,27,27.9,26.1,9.9,SW,0,3,曇り,27.4,0.1,W,2.4,若潮,10.3,十日夜
2025-07-06,来島,来島,愛媛県,34.12,132.99,27.7,28.6,26.9,19.6,WSW,0,3,曇り,26.8,0.3,SW,2.4,若潮,10.3,十日夜
2025-07-06,高松,高松,香川県,34.35,134.05,28.5,29.6,27.5,20.9,W,0,3,曇り,26.5,0.3,WSW,2.4,若潮,10.3,十日夜
2025-07-06,阿南,阿南,徳島県,33.92,134.66,27.9,29.8,25.7,5.4,NW,0,3,曇り,27.2,0.4,SSE,7.2,若潮,10.3,十日夜
2025-07-07,室戸,室戸,高知県,33.29,134.18,28.1,29.9,26.4,3.9,NE,0,3,曇り,28.5,0.8,SE,8.8,若潮,11.3,十日夜
2025-07-07,高知,高知,高知県,33.56,133.54,27,29.7,24.4,6.5,N,0,3,曇り,29,0.5,SE,8.7,若潮,11.3,十日夜
2025-07-07,足摺,足摺,高知県,32.72,132.72,27.3,28.7,25.8,13.3,NNW,0,3,曇り,27.2,0.8,E,6.5,若潮,11.3,十日夜
2025-07-07,宇和島,宇和島,愛媛県,33.22,132.56,27,28.4,25.5,12,NNW,0,3,曇り,27,0.2,NW,2.8,若潮,11.3,十日夜
2025-07-07,松山,松山,愛媛県,33.84,132.77,26.6,27.7,25.7,8.3,S,0,3,曇り,27.4,0.2,W,2.5,若潮,11.3,十日夜
2025-07-07,来島,来島,愛媛県,34.12,132.99,26.9,27.9,25.9,11.7,SW,0,3,曇り,26.9,0.1,SW,2.3,若潮,11.3,十日夜
2025-07-07,高松,高松,香川県,34.35,134.05,27.9,29.4,26.6,10.3,W,0,3,曇り,26.5,0.1,W,2.2,若潮,11.3,十日夜
2025-07-07,阿南,阿南,徳島県,33.92,134.66,28.5,29.7,27.4,17.6,N,0,3,曇り,27.2,0.4,ESE,5,若潮,11.3,十日夜
2025-07-08,室戸,室戸,高知県,33.29,134.18,26.4,27.8,25.3,6.8,NNE,0.7,51,弱い霧雨,28.8,0.8,ESE,8.9,大潮,12.3,十日夜
2025-07-08,高知,高知,高知県,33.56,133.54,27.7,29.4,25.6,1.1,SSW,0,3,曇り,29.2,0.5,SE,9.4,大潮,12.3,十日夜
2025-07-08,足摺,足摺,高知県,32.72,132.72,27.9,29,26.7,9.7,E,0,2,一部曇り,27.9,0.7,ESE,8.9,大潮,12.3,十日夜
2025-07-08,宇和島,宇和島,愛媛県,33.22,132.56,29,30.8,26.8,4.9,E,0,3,曇り,27,0.1,S,5.8,大潮,12.3,十日夜
2025-07-08,松山,松山,愛媛県,33.84,132.77,28,29.4,26.5,4.6,SSE,0,2,一部曇り,28,0,W,2.6,大潮,12.3,十日夜
2025-07-08,来島,来島,愛媛県,34.12,132.99,26.8,27.4,26.3,10.9,ESE,0.3,51,弱い霧雨,27.4,0,ENE,1.9,大潮,12.3,十日夜
2025-07-08,高松,高松,香川県,34.35,134.05,28.3,29.7,27.1,7.5,ENE,0,0,快晴,26.9,0.1,E,1.9,大潮,12.3,十日夜
2025-07-08,阿南,阿南,徳島県,33.92,134.66,27.7,28.9,26.6,4.9,N,0,3,曇り,27.6,0.3,SSE,8.1,大潮,12.3,十日夜
2025-07-09,室戸,室戸,高知県,33.29,134.18,25.7,26.9,24.8,9.1,ENE,0.5,51,弱い霧雨,28.8,0.9,SE,7.5,大潮,13.3,満月
2025-07-09,高知,高知,高知県,33.56,133.54,25.5,26.5,24.6,4.3,NNW,0.4,51,弱い霧雨,29.1,0.6,SE,8.2,大潮,13.3,満月
2025-07-09,足摺,足摺,高知県,32.72,132.72,25.9,26.7,25,15.4,ENE,0,1,晴れ,28.8,0.8,ESE,6.7,大潮,13.3,満月
2025-07-09,宇和島,宇和島,愛媛県,33.22,132.56,26.7,27.7,25.5,10.9,E,0,1,晴れ,27.5,0.1,S,5.4,大潮,13.3,満月
2025-07-09,松山,松山,愛媛県,33.84,132.77,26.4,27.8,24.9,3.4,E,0,0,快晴,28.2,0,SW,3,大潮,13.3,満月
2025-07-09,来島,来島,愛媛県,34.12,132.99,26.6,27.6,25.5,8.7,E,0,1,晴れ,27.5,0,S,2,大潮,13.3,満月
2025-07-09,高松,高松,香川県,34.35,134.05,27.7,29.9,25.6,8,ESE,0,0,快晴,27,0.2,ESE,2.4,大潮,13.3,満月
2025-07-09,阿南,阿南,徳島県,33.92,134.66,27.2,28,26.3,15.6,SSE,0.3,51,弱い霧雨,27.4,0.4,SE,5.3,大潮,13.3,満月
2025-07-10,室戸,室戸,高知県,33.29,134.18,25.9,26.5,25,22.6,ENE,0.3,51,弱い霧雨,29.1,1.3,ESE,6.2,大潮,14.3,満月
2025-07-10,高知,高知,高知県,33.56,133.54,26.5,28.3,24.3,3.1,NNW,0,0,快晴,30,0.7,SE,7,大潮,14.3,満月
2025-07-10,足摺,足摺,高知県,32.72,132.72,26,26.8,25.3,20.9,ENE,0.4,51,弱い霧雨,28.9,1.1,ESE,5.6,大潮,14.3,満月
2025-07-10,宇和島,宇和島,愛媛県,33.22,132.56,27.4,29.1,25.5,9.6,E,0,2,一部曇り,28.9,0.2,S,5.5,大潮,14.3,満月
2025-07-10,松山,松山,愛媛県,33.84,132.77,26.5,28.2,25,4.2,E,0,0,快晴,28.6,0.1,SW,2.7,大潮,14.3,満月
2025-07-10,来島,来島,愛媛県,34.12,132.99,26.8,27.7,26,11,E,0,0,快晴,27.9,0,ESE,2,大潮,14.3,満月
2025-07-10,高松,高松,香川県,34.35,134.05,28.7,30.1,26.9,15.2,E,0,0,快晴,27.5,0.1,ESE,2.2,大潮,14.3,満月
2025-07-10,阿南,阿南,徳島県,33.92,134.66,27.6,28.9,26.1,7.4,ENE,0.2,51,弱い霧雨,27,0.4,SSE,5.8,大潮,14.3,満月
2025-07-11,室戸,室戸,高知県,33.29,134.18,24.3,24.9,23.6,16.1,ENE,6.4,63,雨,28.9,1.5,ESE,6.6,大潮,15.3,満月
2025-07-11,高知,高知,高知県,33.56,133.54,25.7,27,24.5,4.4,N,4.2,63,雨,29.8,1,SE,6.6,大潮,15.3,満月
2025-07-11,足摺,足摺,高知県,32.72,132.72,25.5,25.8,25.2,12.6,E,3.6,61,弱い雨,28.6,1.3,ESE,6.3,大潮,15.3,満月
2025-07-11,宇和島,宇和島,愛媛県,33.22,132.56,26.4,27,25.9,9,E,0.2,51,弱い霧雨,28.8,0.2,S,5.3,大潮,15.3,満月
2025-07-11,松山,松山,愛媛県,33.84,132.77,26.8,28.2,25.5,4.7,ENE,0,3,曇り,28.6,0.1,W,2.4,大潮,15.3,満月
2025-07-11,来島,来島,愛媛県,34.12,132.99,26.9,27.7,26.1,12.3,E,0,3,曇り,27.8,0.2,ENE,2.4,大潮,15.3,満月
2025-07-11,高松,高松,香川県,34.35,134.05,28,29.4,26.6,13.4,ENE,0,3,曇り,27.6,0.2,ENE,2.2,大潮,15.3,満月
2025-07-11,阿南,阿南,徳島県,33.92,134.66,27.1,27.6,26.6,6.9,E,0.4,51,弱い霧雨,27.5,0.5,SSE,5.9,大潮,15.3,満月
2025-07-12,室戸,室戸,高知県,33.29,134.18,25.2,26.1,24.5,15.7,ENE,0.1,51,弱い霧雨,28.8,1.6,ESE,6.9,中潮,16.3,満月
2025-07-12,高知,高知,高知県,33.56,133.54,26,27.6,24.1,4.3,NNW,0,3,曇り,29.8,0.9,SE,7.2,中潮,16.3,満月
2025-07-12,足摺,足摺,高知県,32.72,132.72,25.8,26.5,24.9,15.9,ENE,0.4,51,弱い霧雨,28.6,1.3,ESE,5.9,中潮,16.3,満月
2025-07-12,宇和島,宇和島,愛媛県,33.22,132.56,27.1,28.8,25.3,10.2,ESE,0,3,曇り,28.9,0.2,S,5.6,中潮,16.3,満月
2025-07-12,松山,松山,愛媛県,33.84,132.77,26.7,28,25.4,4.6,ENE,0,3,曇り,28.7,0.1,W,2.7,中潮,16.3,満月
2025-07-12,来島,来島,愛媛県,34.12,132.99,26.4,27.2,25.6,12,E,0.1,51,弱い霧雨,27.6,0,E,2.3,中潮,16.3,満月
2025-07-12,高松,高松,香川県,34.35,134.05,27.5,29,26,12.6,E,0,0,快晴,27.8,0.2,ENE,2.3,中潮,16.3,満月
2025-07-12,阿南,阿南,徳島県,33.92,134.66,26.4,27.2,25.5,7.1,ENE,0,1,晴れ,27.5,0.5,SE,6.6,中潮,16.3,満月
2025-07-13,室戸,室戸,高知県,33.29,134.18,25.4,26,24.7,14.6,ENE,0,3,曇り,28.8,1.5,ESE,7,中潮,17.3,十六夜
2025-07-13,高知,高知,高知県,33.56,133.54,26.3,27.3,24.9,5,NNW,0.2,51,弱い霧雨,29.9,0.9,SE,6.9,中潮,17.3,十六夜
2025-07-13,足摺,足摺,高知県,32.72,132.72,26.2,26.5,25.8,13.2,E,0.2,51,弱い霧雨,28.6,1.3,ESE,6.8,中潮,17.3,十六夜
2025-07-13,宇和島,宇和島,愛媛県,33.22,132.56,27,27.8,26.2,9.7,ESE,0,3,曇り,29,0.2,S,5.1,中潮,17.3,十六夜
2025-07-13,松山,松山,愛媛県,33.84,132.77,26.8,28,25.6,3.9,NW,0,3,曇り,28.9,0,SSW,3.6,中潮,17.3,十六夜
2025-07-13,来島,来島,愛媛県,34.12,132.99,27.2,28.3,25.9,8.7,E,0,3,曇り,27.8,0,S,2.6,中潮,17.3,十六夜
2025-07-13,高松,高松,香川県,34.35,134.05,28.2,30.1,26.3,9,E,0,2,一部曇り,28.2,0.1,ESE,2.6,中潮,17.3,十六夜
2025-07-13,阿南,阿南,徳島県,33.92,134.66,27.2,27.9,26.4,12.9,SSE,0,1,晴れ,27.4,0.6,SSE,6.3,中潮,17.3,十六夜
2025-07-14,室戸,室戸,高知県,33.29,134.18,23.9,24.5,23.5,16.8,SSE,6.5,63,雨,28.8,1.5,SE,6.4,中潮,18.3,十六夜
2025-07-14,高知,高知,高知県,33.56,133.54,24.5,24.9,24.3,14.4,SE,9.3,63,雨,29.7,1.2,SSE,5.7,中潮,18.3,十六夜
2025-07-14,足摺,足摺,高知県,32.72,132.72,25,25.2,24.8,19.9,SSE,4.3,61,弱い雨,28.5,2,SSE,5.6,中潮,18.3,十六夜
2025-07-14,宇和島,宇和島,愛媛県,33.22,132.56,25.6,26.3,24.9,14.7,SE,1.9,61,弱い雨,28.7,0.6,S,4,中潮,18.3,十六夜
2025-07-14,松山,松山,愛媛県,33.84,132.77,25.8,27.4,24.2,8.3,NNE,0.1,51,弱い霧雨,29.1,0.2,SSW,4,中潮,18.3,十六夜
2025-07-14,来島,来島,愛媛県,34.12,132.99,26.6,27.4,26.1,3.8,SW,0.1,51,弱い霧雨,28.1,0.2,ESE,3,中潮,18.3,十六夜
2025-07-14,高松,高松,香川県,34.35,134.05,27.3,27.8,26.6,20.4,ESE,0,3,曇り,28.5,0.5,ESE,3,中潮,18.3,十六夜
2025-07-14,阿南,阿南,徳島県,33.92,134.66,25.1,25.2,24.9,27.3,SSE,2.8,55,強い霧雨,26.4,1.1,SSE,4.8,中潮,18.3,十六夜
2025-07-15,室戸,室戸,高知県,33.29,134.18,23.9,25.3,22.4,6.7,WSW,0,0,快晴,28.3,2.1,SE,8.3,小潮,19.3,十六夜
2025-07-15,高知,高知,高知県,33.56,133.54,23.3,25.4,21.2,4.7,N,0,1,晴れ,29.2,1.4,SSE,8.1,小潮,19.3,十六夜
2025-07-15,足摺,足摺,高知県,32.72,132.72,25.8,27.3,23.9,16.7,SW,0.1,51,弱い霧雨,28.2,1.4,SSE,7.6,小潮,19.3,十六夜
2025-07-15,宇和島,宇和島,愛媛県,33.22,132.56,24.5,26.8,22.1,10.1,SE,0,0,快晴,28.6,0.3,SSW,5.2,小潮,19.3,十六夜
2025-07-15,松山,松山,愛媛県,33.84,132.77,24.4,26.7,22.4,10.6,ESE,0,0,快晴,28.5,0.2,WSW,3.1,小潮,19.3,十六夜
2025-07-15,来島,来島,愛媛県,34.12,132.99,24.2,25.8,22.2,6.1,E,0,0,快晴,27.6,0.1,SW,2.7,小潮,19.3,十六夜
2025-07-15,高松,高松,香川県,34.35,134.05,25.3,26.9,23.8,5.7,SSW,0,0,快晴,28.4,0.1,WSW,2.5,小潮,19.3,十六夜
2025-07-15,阿南,阿南,徳島県,33.92,134.66,24.9,25.8,24,5.2,ENE,0,1,晴れ,25.7,1,SSE,7.3,小潮,19.3,十六夜
2025-07-16,室戸,室戸,高知県,33.29,134.18,24.1,24.8,23.5,7.6,SSW,1.5,53,霧雨,28.2,2.1,SE,8.6,小潮,20.3,十六夜
2025-07-16,高知,高知,高知県,33.56,133.54,24.7,25.7,23.7,7.9,NE,0,3,曇り,29.1,1.4,SE,8.2,小潮,20.3,十六夜
2025-07-16,足摺,足摺,高知県,32.72,132.72,27,27.8,25.9,12.1,S,0,0,快晴,28.2,1.5,SE,8.2,小潮,20.3,十六夜
2025-07-16,宇和島,宇和島,愛媛県,33.22,132.56,25.9,27.7,24.1,8.5,SE,0,0,快晴,28.5,0.5,SSW,4.1,小潮,20.3,十六夜
2025-07-16,松山,松山,愛媛県,33.84,132.77,24.7,26.2,23.5,2.9,ESE,0,0,快晴,28.6,0.1,SSW,3.7,小潮,20.3,十六夜
2025-07-16,来島,来島,愛媛県,34.12,132.99,24.3,25.8,22.7,5.1,SSE,0,0,快晴,28,0.1,SSW,3.1,小潮,20.3,十六夜
2025-07-16,高松,高松,香川県,34.35,134.05,26.2,27.9,24.5,4.7,ENE,0,1,晴れ,28.6,0.2,ESE,3.2,小潮,20.3,十六夜
2025-07-16,阿南,阿南,徳島県,33.92,134.66,25.6,26.8,24.7,20,S,0.3,51,弱い霧雨,26,1,SSE,7,小潮,20.3,十六夜
2025-07-17,室戸,室戸,高知県,33.29,134.18,23.4,23.6,23.1,8.7,S,15.5,65,強い雨,28.2,2.5,SE,7.5,小潮,21.3,下弦
2025-07-17,高知,高知,高知県,33.56,133.54,24.4,24.5,24.3,6.5,E,5.5,63,雨,28.9,1.5,SE,7.6,小潮,21.3,下弦
2025-07-17,足摺,足摺,高知県,32.72,132.72,25.5,26,24.7,13.3,SSE,0.9,53,霧雨,28.2,1.7,SE,7.4,小潮,21.3,下弦
2025-07-17,宇和島,宇和島,愛媛県,33.22,132.56,26.6,27.5,25.9,11.9,SE,0.3,51,弱い霧雨,28.2,0.4,S,3.8,小潮,21.3,下弦
2025-07-17,松山,松山,愛媛県,33.84,132.77,26.2,27.9,24.7,3.8,E,0,1,晴れ,28.5,0.1,SW,3.4,小潮,21.3,下弦
2025-07-17,来島,来島,愛媛県,34.12,132.99,26.2,27.1,25.4,5.1,E,0,3,曇り,27.9,0.1,SSW,2.9,小潮,21.3,下弦
2025-07-17,高松,高松,香川県,34.35,134.05,27.6,29.1,26.4,7,ESE,0,3,曇り,28,0.3,ESE,3.4,小潮,21.3,下弦
2025-07-17,阿南,阿南,徳島県,33.92,134.66,24.7,25.2,24,25.3,S,1.5,53,霧雨,26,1.5,SSE,6.2,小潮,21.3,下弦
2025-07-18,室戸,室戸,高知県,33.29,134.18,25.2,26.2,24,17.2,SSE,0.8,53,霧雨,28,2.4,SSE,7.4,長潮,22.3,下弦
2025-07-18,高知,高知,高知県,33.56,133.54,24,24,23.9,14.2,SE,5.1,63,雨,28.4,1.8,SSE,7.6,長潮,22.3,下弦
2025-07-18,足摺,足摺,高知県,32.72,132.72,24.9,25.8,24.2,16.5,SSE,1.3,53,霧雨,28,2.4,SSE,7.4,長潮,22.3,下弦
2025-07-18,宇和島,宇和島,愛媛県,33.22,132.56,24.5,24.6,24.4,14.1,ESE,7.9,63,雨,28.1,0.7,S,4.9,長潮,22.3,下弦
2025-07-18,松山,松山,愛媛県,33.84,132.77,25.4,25.6,25.1,3.8,NNE,1.5,53,霧雨,28.4,0.2,SW,4.2,長潮,22.3,下弦
2025-07-18,来島,来島,愛媛県,34.12,132.99,25.2,25.9,24.6,4,ESE,1.9,55,強い霧雨,27.7,0.1,SE,3.1,長潮,22.3,下弦
2025-07-18,高松,高松,香川県,34.35,134.05,26.1,27.5,25,13,ESE,0.4,51,弱い霧雨,27.1,0.3,ESE,2.8,長潮,22.3,下弦
2025-07-18,阿南,阿南,徳島県,33.92,134.66,26.6,27.5,25.8,27.4,S,0.1,51,弱い霧雨,26.3,1.3,SSE,6.1,長潮,22.3,下弦
