日付,地点名,観測地点名,県,緯度,経度,気温_平均,気温_最高,気温_最低,風速_最大,風向,降水量,天気コード,天気,水温,最大波高,波向,波周期,潮汐,月齢,月相
2022-01-01,室戸,室戸,高知県,33.29,134.18,1.8,2.3,1.5,6.4,NNW,0,3,曇り,,0.7,W,5.3,中潮,27.6,二十六夜
2022-01-01,高知,高知,高知県,33.56,133.54,1,1.9,0.5,8.4,WSW,0,2,一部曇り,,0.3,W,6,中潮,27.6,二十六夜
2022-01-01,足摺,足摺,高知県,32.72,132.72,3.6,3.8,3.3,13,N,0,3,曇り,,1.3,NW,4.9,中潮,27.6,二十六夜
2022-01-01,宇和島,宇和島,愛媛県,33.22,132.56,2.9,3,2.8,12.5,NNW,0,1,晴れ,,0.6,NW,4,中潮,27.6,二十六夜
2022-01-01,松山,松山,愛媛県,33.84,132.77,3.8,4.1,3.5,10.7,NNW,0,1,晴れ,,0.4,WNW,2.9,中潮,27.6,二十六夜
2022-01-01,来島,来島,愛媛県,34.12,132.99,4.2,4.5,4,16,NW,0,3,曇り,,0.3,W,2.5,中潮,27.6,二十六夜
2022-01-01,高松,高松,香川県,34.35,134.05,2.9,3,2.8,17.1,W,0,2,一部曇り,,0.4,W,2.7,中潮,27.6,二十六夜
2022-01-01,阿南,阿南,徳島県,33.92,134.66,2.7,3.1,2.5,23.6,NW,0,2,一部曇り,,0.9,NW,3.6,中潮,27.6,二十六夜
2022-01-02,室戸,室戸,高知県,33.29,134.18,4.3,4.7,3.9,9.2,N,0,3,曇り,,0.4,E,9.9,大潮,28.6,晦日
2022-01-02,高知,高知,高知県,33.56,133.54,1.3,2.6,0.3,4,N,0,3,曇り,,0.2,SE,11.3,大潮,28.6,晦日
2022-01-02,足摺,足摺,高知県,32.72,132.72,4.7,5.3,4,7.8,NNE,0,3,曇り,,0.3,ESE,11.2,大潮,28.6,晦日
2022-01-02,宇和島,宇和島,愛媛県,33.22,132.56,2,2.4,1.7,6.6,E,0,2,一部曇り,,0.1,W,3.8,大潮,28.6,晦日
2022-01-02,松山,松山,愛媛県,33.84,132.77,4.5,5.3,3.7,10.7,SE,0,3,曇り,,0.1,W,2.3,大潮,28.6,晦日
2022-01-02,来島,来島,愛媛県,34.12,132.99,3.8,3.9,3.6,5.9,E,0,2,一部曇り,,0.1,ENE,2.1,大潮,28.6,晦日
2022-01-02,高松,高松,香川県,34.35,134.05,-0.8,-0.2,-1.2,6.5,S,0,2,一部曇り,,0,NNE,1.9,大潮,28.6,晦日
2022-01-02,阿南,阿南,徳島県,33.92,134.66,1.5,2.5,1,5.2,WNW,0,2,一部曇り,,0.1,ENE,5.5,大潮,28.6,晦日
2022-01-03,室戸,室戸,高知県,33.29,134.18,3.7,4.4,3.2,11.1,NW,0,1,晴れ,,0.5,ESE,8.4,大潮,0.1,新月
2022-01-03,高知,高知,高知県,33.56,133.54,-0.4,0.5,-1,5.5,N,0,3,曇り,,0.2,SE,11.8,大潮,0.1,新月
2022-01-03,足摺,足摺,高知県,32.72,132.72,5.3,6.6,4.4,7.9,NNW,0,3,曇り,,0.6,NNW,5.8,大潮,0.1,新月
2022-01-03,宇和島,宇和島,愛媛県,33.22,132.56,3.7,6.4,2.3,10,NNW,0,3,曇り,,0.3,WNW,2.9,大潮,0.1,新月
2022-01-03,松山,松山,愛媛県,33.84,132.77,4.5,5.7,3.5,11.6,NNW,0,3,曇り,,0.2,W,2.5,大潮,0.1,新月
2022-01-03,来島,来島,愛媛県,34.12,132.99,4.9,5.4,4.7,12.7,W,0,3,曇り,,0.1,WSW,2.1,大潮,0.1,新月
2022-01-03,高松,高松,香川県,34.35,134.05,3.2,4.1,2.8,9.4,SSW,0,3,曇り,,0.1,W,2.2,大潮,0.1,新月
2022-01-03,阿南,阿南,徳島県,33.92,134.66,5,5.3,4.8,16.3,NW,0,3,曇り,,0.4,NW,3,大潮,0.1,新月
2022-01-04,室戸,室戸,高知県,33.29,134.18,5.2,5.2,5.1,12.9,NW,0,0,快晴,,0.9,WSW,6,大潮,1.1,新月
2022-01-04,高知,高知,高知県,33.56,133.54,0.7,2.7,-0.5,7.9,ESE,0,0,快晴,,0.2,SSE,9.5,大潮,1.1,新月
2022-01-04,足摺,足摺,高知県,32.72,132.72,7.5,7.9,7.2,25.5,NW,0,0,快晴,,1.3,NW,4.8,大潮,1.1,新月
2022-01-04,宇和島,宇和島,愛媛県,33.22,132.56,6,6.3,5.5,17.1,NW,0,2,一部曇り,,0.7,NW,3.7,大潮,1.1,新月
2022-01-04,松山,松山,愛媛県,33.84,132.77,5.8,6.2,5.6,13,WNW,0,1,晴れ,,0.5,WNW,3,大潮,1.1,新月
2022-01-04,来島,来島,愛媛県,34.12,132.99,5.6,5.8,5.4,16.5,WNW,0,3,曇り,,0.4,W,2.6,大潮,1.1,新月
2022-01-04,高松,高松,香川県,34.35,134.05,5.6,5.8,5.5,26.8,W,0,0,快晴,,0.4,W,2.6,大潮,1.1,新月
2022-01-04,阿南,阿南,徳島県,33.92,134.66,4.6,5.1,4.2,18.6,NW,0,0,快晴,,0.4,W,3.9,大潮,1.1,新月
2022-01-05,室戸,室戸,高知県,33.29,134.18,3.5,3.8,3.3,14.5,NE,0,1,晴れ,,0.6,ENE,7.5,中潮,2.1,三日月
2022-01-05,高知,高知,高知県,33.56,133.54,3.8,4.3,3.1,5.4,NE,0,3,曇り,,0.3,E,7.7,中潮,2.1,三日月
2022-01-05,足摺,足摺,高知県,32.72,132.72,4.9,5.5,4.6,11.6,NNE,0,3,曇り,,0.8,NNW,5.3,中潮,2.1,三日月
2022-01-05,宇和島,宇和島,愛媛県,33.22,132.56,3.7,4.1,3.4,8.7,NE,0,3,曇り,,0.3,NW,3.2,中潮,2.1,三日月
2022-01-05,松山,松山,愛媛県,33.84,132.77,3.7,4.3,3.3,13.5,ENE,0,3,曇り,,0.2,NW,2.5,中潮,2.1,三日月
2022-01-05,来島,来島,愛媛県,34.12,132.99,4.7,4.9,4.5,19.7,ENE,0,1,晴れ,,0.2,SW,2,中潮,2.1,三日月
2022-01-05,高松,高松,香川県,34.35,134.05,3.1,3.3,2.7,8.4,NE,0,2,一部曇り,,0.1,NNW,2.2,中潮,2.1,三日月
2022-01-05,阿南,阿南,徳島県,33.92,134.66,4,4.2,3.8,27.6,NNE,0,3,曇り,,0.6,N,3.2,中潮,2.1,三日月
2022-01-06,室戸,室戸,高知県,33.29,134.18,2.7,2.7,2.6,22.1,NE,4.4,61,弱い雨,,1.4,NE,5.7,中潮,3.1,三日月
2022-01-06,高知,高知,高知県,33.56,133.54,4.4,4.6,4.2,3.4,NNW,4.7,75,強い雪,,0.4,ESE,7.8,中潮,3.1,三日月
2022-01-06,足摺,足摺,高知県,32.72,132.72,7.2,7.4,7,17.1,ENE,2.4,61,弱い雨,,1.3,E,6.1,中潮,3.1,三日月
2022-01-06,宇和島,宇和島,愛媛県,33.22,132.56,5.5,5.6,5.4,9.8,E,2.5,55,強い霧雨,,0.1,N,3.6,中潮,3.1,三日月
2022-01-06,松山,松山,愛媛県,33.84,132.77,3.4,3.5,3.4,12.9,ENE,2.1,53,霧雨,,0.3,NE,2.9,中潮,3.1,三日月
2022-01-06,来島,来島,愛媛県,34.12,132.99,3.8,4.2,3.6,20.5,E,1.6,53,霧雨,,0.5,ENE,2.9,中潮,3.1,三日月
2022-01-06,高松,高松,香川県,34.35,134.05,3.5,3.5,3.5,11.6,E,0.6,51,弱い霧雨,,0.2,ENE,2.6,中潮,3.1,三日月
2022-01-06,阿南,阿南,徳島県,33.92,134.66,3.8,4,3.7,15.1,N,1.5,53,霧雨,,0.5,NE,3.2,中潮,3.1,三日月
2022-01-07,室戸,室戸,高知県,33.29,134.18,2.7,3.4,2.3,6.8,NNE,0,3,曇り,,1.1,ESE,9,中潮,4.1,三日月
2022-01-07,高知,高知,高知県,33.56,133.54,1.2,2.1,0.2,3.2,WSW,0,1,晴れ,,0.6,SSE,8.3,中潮,4.1,三日月
2022-01-07,足摺,足摺,高知県,32.72,132.72,4.4,4.6,4.3,11.5,N,0,3,曇り,,1.2,N,6.9,中潮,4.1,三日月
2022-01-07,宇和島,宇和島,愛媛県,33.22,132.56,3.2,3.6,2.9,7.9,NE,0,3,曇り,,0.4,NNW,3.8,中潮,4.1,三日月
2022-01-07,松山,松山,愛媛県,33.84,132.77,4.1,4.2,3.9,13.2,NE,0,1,晴れ,,0.2,NNW,2.5,中潮,4.1,三日月
2022-01-07,来島,来島,愛媛県,34.12,132.99,4.2,4.5,4,10.2,NNE,0,0,快晴,,0.1,N,1.9,中潮,4.1,三日月
2022-01-07,高松,高松,香川県,34.35,134.05,2.1,3.2,1.2,8,WNW,0,0,快晴,,0.2,NW,2,中潮,4.1,三日月
2022-01-07,阿南,阿南,徳島県,33.92,134.66,4.9,5.2,4.8,24.1,NNW,0,2,一部曇り,,1,NNW,4.4,中潮,4.1,三日月
2022-01-08,室戸,室戸,高知県,33.29,134.18,4.1,4.5,3.8,10.1,NE,0,1,晴れ,,0.8,E,9.4,小潮,5.1,三日月
2022-01-08,高知,高知,高知県,33.56,133.54,-0.7,0.2,-1.3,6,NNW,0,0,快晴,,0.3,ESE,10.1,小潮,5.1,三日月
2022-01-08,足摺,足摺,高知県,32.72,132.72,5.3,5.9,4.9,10.3,NNE,0,2,一部曇り,,0.6,E,9.4,小潮,5.1,三日月
2022-01-08,宇和島,宇和島,愛媛県,33.22,132.56,2.7,3.2,2.3,5.5,E,0,0,快晴,,0,SSW,5.4,小潮,5.1,三日月
2022-01-08,松山,松山,愛媛県,33.84,132.77,1.5,2.1,1.1,7.3,ESE,0,1,晴れ,,0,NE,2,小潮,5.1,三日月
2022-01-08,来島,来島,愛媛県,34.12,132.99,2.5,4.2,1.5,7.2,SSE,0,1,晴れ,,0.1,E,2,小潮,5.1,三日月
2022-01-08,高松,高松,香川県,34.35,134.05,-0.8,0.6,-1.6,3.6,S,0,0,快晴,,0,NE,2,小潮,5.1,三日月
2022-01-08,阿南,阿南,徳島県,33.92,134.66,3.1,3.7,2.8,11.8,NW,0,0,快晴,,0.3,ENE,5.3,小潮,5.1,三日月
2022-01-09,室戸,室戸,高知県,33.29,134.18,6.1,6.8,5.7,9.6,NE,0,3,曇り,,0.7,E,10.3,小潮,6.1,上弦
2022-01-09,高知,高知,高知県,33.56,133.54,1.7,2.4,1.2,10.1,NNW,0,3,曇り,,0.3,ESE,10.7,小潮,6.1,上弦
2022-01-09,足摺,足摺,高知県,32.72,132.72,6.7,7,6.5,10.7,NNE,0,3,曇り,,0.6,E,8.3,小潮,6.1,上弦
2022-01-09,宇和島,宇和島,愛媛県,33.22,132.56,4.7,5.2,4.3,7.6,ENE,0,3,曇り,,0.1,WNW,3.2,小潮,6.1,上弦
2022-01-09,松山,松山,愛媛県,33.84,132.77,4.3,4.8,4,7.6,E,0,3,曇り,,0.1,W,2.3,小潮,6.1,上弦
2022-01-09,来島,来島,愛媛県,34.12,132.99,6.1,6.4,5.8,9.4,WSW,0,3,曇り,,0.1,SW,1.8,小潮,6.1,上弦
2022-01-09,高松,高松,香川県,34.35,134.05,2.6,3.6,1.9,9.3,SSW,0,3,曇り,,0,NW,1.9,小潮,6.1,上弦
2022-01-09,阿南,阿南,徳島県,33.92,134.66,4.5,5.2,4,10.2,NNW,0,3,曇り,,0.2,ESE,7.3,小潮,6.1,上弦
2022-01-10,室戸,室戸,高知県,33.29,134.18,6.8,6.8,6.7,19.2,NE,0,0,快晴,,1.2,ENE,6.5,小潮,7.1,上弦
2022-01-10,高知,高知,高知県,33.56,133.54,4.9,5.3,4.5,10.4,NNW,0,0,快晴,,0.5,SE,7.1,小潮,7.1,上弦
2022-01-10,足摺,足摺,高知県,32.72,132.72,6.9,7.4,6.6,10.1,NNW,0,0,快晴,,1,NE,5.7,小潮,7.1,上弦
2022-01-10,宇和島,宇和島,愛媛県,33.22,132.56,3.8,4.6,3.1,6.9,NE,0,0,快晴,,0.3,NW,3.2,小潮,7.1,上弦
2022-01-10,松山,松山,愛媛県,33.84,132.77,3.6,4.1,3.2,9.6,ESE,0,0,快晴,,0.1,NW,2.3,小潮,7.1,上弦
2022-01-10,来島,来島,愛媛県,34.12,132.99,6.4,6.7,6,10.8,ENE,0,1,晴れ,,0,ESE,1.8,小潮,7.1,上弦
2022-01-10,高松,高松,香川県,34.35,134.05,6.8,7.2,6.5,5.9,E,0,3,曇り,,0.1,ENE,2.6,小潮,7.1,上弦
2022-01-10,阿南,阿南,徳島県,33.92,134.66,6.7,6.9,6.5,20.6,NNW,0,2,一部曇り,,0.6,NNE,3.6,小潮,7.1,上弦
2022-01-11,室戸,室戸,高知県,33.29,134.18,10,10.2,9.9,12.4,WNW,0,3,曇り,,1,SE,7.1,長潮,8.1,上弦
2022-01-11,高知,高知,高知県,33.56,133.54,6.9,7.5,6.4,7.2,N,0,3,曇り,,0.6,SE,7.5,長潮,8.1,上弦
2022-01-11,足摺,足摺,高知県,32.72,132.72,12.7,13.1,12.4,21.2,W,0.4,51,弱い霧雨,,1.1,S,5.8,長潮,8.1,上弦
2022-01-11,宇和島,宇和島,愛媛県,33.22,132.56,8.3,9.1,7.2,13.8,WNW,1.1,53,霧雨,,0.4,SW,4.1,長潮,8.1,上弦
2022-01-11,松山,松山,愛媛県,33.84,132.77,9,9.5,8.4,27.1,W,2.2,61,弱い雨,,0.4,WSW,2.4,長潮,8.1,上弦
2022-01-11,来島,来島,愛媛県,34.12,132.99,8.7,9.1,8.3,22.7,W,1.6,61,弱い雨,,0.3,WSW,1.8,長潮,8.1,上弦
2022-01-11,高松,高松,香川県,34.35,134.05,6.1,6.6,5.4,5.6,SW,0.2,51,弱い霧雨,,0,S,2.1,長潮,8.1,上弦
2022-01-11,阿南,阿南,徳島県,33.92,134.66,9.1,9.7,8.6,9.7,SW,0,3,曇り,,0.4,SSE,6.3,長潮,8.1,上弦
2022-01-12,室戸,室戸,高知県,33.29,134.18,2.4,2.8,2.2,15.2,NW,0,1,晴れ,,1.1,WSW,6.1,長潮,9.1,上弦
2022-01-12,高知,高知,高知県,33.56,133.54,1.8,2.2,1.6,11.2,SW,0,3,曇り,,0.6,SW,6.5,長潮,9.1,上弦
2022-01-12,足摺,足摺,高知県,32.72,132.72,4,4.2,3.9,21.6,NW,0,3,曇り,,1.8,NW,5.5,長潮,9.1,上弦
2022-01-12,宇和島,宇和島,愛媛県,33.22,132.56,3.1,3.3,3,18.1,NW,0,3,曇り,,0.9,NW,4.7,長潮,9.1,上弦
2022-01-12,松山,松山,愛媛県,33.84,132.77,3.4,3.6,3.3,21.4,WNW,0,3,曇り,,0.6,WNW,3.3,長潮,9.1,上弦
2022-01-12,来島,来島,愛媛県,34.12,132.99,3.4,3.6,3.3,20.6,WNW,0,3,曇り,,0.5,WNW,2.8,長潮,9.1,上弦
2022-01-12,高松,高松,香川県,34.35,134.05,2.4,2.8,2.2,25.8,WNW,0,1,晴れ,,0.6,WNW,3,長潮,9.1,上弦
2022-01-12,阿南,阿南,徳島県,33.92,134.66,1.9,2.2,1.7,20.5,NW,0,0,快晴,,0.9,NW,4,長潮,9.1,上弦
2022-01-13,室戸,室戸,高知県,33.29,134.18,4.1,4.6,3.8,28,WNW,0,2,一部曇り,,1.1,WSW,5,若潮,10.1,十日夜
2022-01-13,高知,高知,高知県,33.56,133.54,-0.2,0.7,-1,4,E,0,2,一部曇り,,0.4,SSW,7.5,若潮,10.1,十日夜
2022-01-13,足摺,足摺,高知県,32.72,132.72,5.4,5.9,5,29.2,WNW,0.1,51,弱い霧雨,,1.3,WNW,4.8,若潮,10.1,十日夜
2022-01-13,宇和島,宇和島,愛媛県,33.22,132.56,4.5,4.8,4.2,23.8,WNW,1.1,73,雪,,0.7,WNW,3.8,若潮,10.1,十日夜
2022-01-13,松山,松山,愛媛県,33.84,132.77,4.4,4.8,4.2,25.7,WNW,0,3,曇り,,0.7,W,3.4,若潮,10.1,十日夜
2022-01-13,来島,来島,愛媛県,34.12,132.99,4.4,4.9,4.1,28.7,W,0,3,曇り,,0.7,W,3.2,若潮,10.1,十日夜
2022-01-13,高松,高松,香川県,34.35,134.05,4.1,4.2,4.1,31,W,0,3,曇り,,0.7,W,3.1,若潮,10.1,十日夜
2022-01-13,阿南,阿南,徳島県,33.92,134.66,2.8,3.2,2.5,7.6,W,0,3,曇り,,0.5,WNW,4,若潮,10.1,十日夜
2022-01-14,室戸,室戸,高知県,33.29,134.18,1.7,1.9,1.6,18.4,NW,0,2,一部曇り,,1.1,W,5.6,若潮,11.1,十日夜
2022-01-14,高知,高知,高知県,33.56,133.54,0.3,0.9,-0.2,11.3,SSW,0,3,曇り,,0.4,WSW,5.7,若潮,11.1,十日夜
2022-01-14,足摺,足摺,高知県,32.72,132.72,3.8,3.9,3.6,25.7,NW,0,3,曇り,,1.9,NW,5.5,若潮,11.1,十日夜
2022-01-14,宇和島,宇和島,愛媛県,33.22,132.56,2.6,2.7,2.5,21.2,NW,0,3,曇り,,0.9,NW,4.8,若潮,11.1,十日夜
2022-01-14,松山,松山,愛媛県,33.84,132.77,2.4,2.5,2.3,20.6,WNW,0,3,曇り,,0.6,WNW,3.4,若潮,11.1,十日夜
2022-01-14,来島,来島,愛媛県,34.12,132.99,2.5,2.7,2.4,21.3,WNW,0,3,曇り,,0.5,W,2.9,若潮,11.1,十日夜
2022-01-14,高松,高松,香川県,34.35,134.05,1.7,2.2,1.4,26.3,W,0,1,晴れ,,0.6,W,3.1,若潮,11.1,十日夜
2022-01-14,阿南,阿南,徳島県,33.92,134.66,1.1,1.4,1,24.4,NW,0,0,快晴,,0.8,NW,3.8,若潮,11.1,十日夜
2022-01-15,室戸,室戸,高知県,33.29,134.18,2.5,3.5,1.5,4.4,N,0,3,曇り,,0.4,SE,7.6,大潮,12.1,十日夜
2022-01-15,高知,高知,高知県,33.56,133.54,1.3,2.1,0.9,7,NNW,0,3,曇り,,0.3,S,7.7,大潮,12.1,十日夜
2022-01-15,足摺,足摺,高知県,32.72,132.72,3,3.5,2.7,6.1,N,0,3,曇り,,0.5,WSW,5.9,大潮,12.1,十日夜
2022-01-15,宇和島,宇和島,愛媛県,33.22,132.56,1,1.3,0.7,8.7,ENE,0,3,曇り,,0.1,WNW,3.4,大潮,12.1,十日夜
2022-01-15,松山,松山,愛媛県,33.84,132.77,2.2,2.6,2,10.3,ESE,0,3,曇り,,0.1,WNW,2.1,大潮,12.1,十日夜
2022-01-15,来島,来島,愛媛県,34.12,132.99,1.9,3.5,0.9,5,S,0,3,曇り,,0,WNW,2,大潮,12.1,十日夜
2022-01-15,高松,高松,香川県,34.35,134.05,1.3,2,0.9,8.4,SSW,0,3,曇り,,0.1,W,2.2,大潮,12.1,十日夜
2022-01-15,阿南,阿南,徳島県,33.92,134.66,2.9,3.2,2.6,17.6,NW,0,3,曇り,,0.5,NNW,3.1,大潮,12.1,十日夜
2022-01-16,室戸,室戸,高知県,33.29,134.18,4.4,4.8,4.2,7.9,NNW,0,3,曇り,,0.4,ESE,8.9,大潮,13.1,満月
2022-01-16,高知,高知,高知県,33.56,133.54,-0.9,0.7,-1.7,5.1,N,0,3,曇り,,0.2,SSE,9,大潮,13.1,満月
2022-01-16,足摺,足摺,高知県,32.72,132.72,6.8,7.6,6.4,15.7,NNW,0,2,一部曇り,,0.6,NW,4.9,大潮,13.1,満月
2022-01-16,宇和島,宇和島,愛媛県,33.22,132.56,2.8,4.2,1.1,8.4,NNW,0,3,曇り,,0.2,W,2.8,大潮,13.1,満月
2022-01-16,松山,松山,愛媛県,33.84,132.77,5.1,6.1,4.3,9,SSW,0,3,曇り,,0.3,WSW,2.5,大潮,13.1,満月
2022-01-16,来島,来島,愛媛県,34.12,132.99,5.3,5.8,5,15.6,SW,0,3,曇り,,0.3,WSW,2.4,大潮,13.1,満月
2022-01-16,高松,高松,香川県,34.35,134.05,2.8,4.2,1.8,9.5,SW,0,2,一部曇り,,0,WSW,2.3,大潮,13.1,満月
2022-01-16,阿南,阿南,徳島県,33.92,134.66,2.3,3.2,1.8,5.9,NW,0,1,晴れ,,0.1,ESE,4.8,大潮,13.1,満月
2022-01-17,室戸,室戸,高知県,33.29,134.18,4.3,5.3,3.8,11.2,NW,0,3,曇り,,0.7,WSW,5.3,大潮,14.1,満月
2022-01-17,高知,高知,高知県,33.56,133.54,4.8,5.4,4,5.4,W,0,3,曇り,,0.3,W,5.6,大潮,14.1,満月
2022-01-17,足摺,足摺,高知県,32.72,132.72,7.7,7.8,7.6,22.4,NW,0,3,曇り,,1.3,NW,4.7,大潮,14.1,満月
2022-01-17,宇和島,宇和島,愛媛県,33.22,132.56,6.6,6.9,6.4,16.8,NW,0,3,曇り,,0.7,WNW,3.8,大潮,14.1,満月
2022-01-17,松山,松山,愛媛県,33.84,132.77,6.2,6.4,6,16,W,0,3,曇り,,0.6,W,3.4,大潮,14.1,満月
2022-01-17,来島,来島,愛媛県,34.12,132.99,5.7,6,5.6,17,W,0,3,曇り,,0.4,W,2.8,大潮,14.1,満月
2022-01-17,高松,高松,香川県,34.35,134.05,4.9,5.2,4.7,20.6,W,0,3,曇り,,0.3,WNW,2.2,大潮,14.1,満月
2022-01-17,阿南,阿南,徳島県,33.92,134.66,5.5,5.7,5.3,11.8,NW,0,3,曇り,,0.4,NW,3,大潮,14.1,満月
2022-01-18,室戸,室戸,高知県,33.29,134.18,2.9,3,2.7,11.7,NW,0,2,一部曇り,,1,W,5.2,大潮,15.1,満月
2022-01-18,高知,高知,高知県,33.56,133.54,2.2,3.2,1.5,11.4,ESE,0,3,曇り,,0.4,W,6,大潮,15.1,満月
2022-01-18,足摺,足摺,高知県,32.72,132.72,6.2,6.6,5.8,33.2,NW,0,1,晴れ,,1.7,NW,5.1,大潮,15.1,満月
2022-01-18,宇和島,宇和島,愛媛県,33.22,132.56,4.5,4.9,4.1,20.4,NW,0.2,51,弱い霧雨,,0.8,NW,4.1,大潮,15.1,満月
2022-01-18,松山,松山,愛媛県,33.84,132.77,4.5,4.7,4.4,19.6,WNW,0.1,51,弱い霧雨,,0.5,WNW,3.2,大潮,15.1,満月
2022-01-18,来島,来島,愛媛県,34.12,132.99,4,4.3,3.6,22,NW,0,3,曇り,,0.5,W,2.9,大潮,15.1,満月
2022-01-18,高松,高松,香川県,34.35,134.05,3.3,3.7,3.1,22.8,WNW,0,2,一部曇り,,0.5,WNW,2.7,大潮,15.1,満月
2022-01-18,阿南,阿南,徳島県,33.92,134.66,3.5,3.7,3.1,22.5,NW,0,2,一部曇り,,0.8,NW,3.5,大潮,15.1,満月
2022-01-19,室戸,室戸,高知県,33.29,134.18,1,1.9,0.3,7.9,NW,0,0,快晴,,0.6,E,8.8,中潮,16.1,満月
2022-01-19,高知,高知,高知県,33.56,133.54,-0.9,0.6,-2,4.2,WNW,0,2,一部曇り,,0.3,SSE,11.7,中潮,16.1,満月
2022-01-19,足摺,足摺,高知県,32.72,132.72,2,2.4,1.8,13.4,N,0,0,快晴,,0.8,NNW,5.3,中潮,16.1,満月
2022-01-19,宇和島,宇和島,愛媛県,33.22,132.56,1.1,1.6,0.7,8.5,NE,0,2,一部曇り,,0.3,NW,3,中潮,16.1,満月
2022-01-19,松山,松山,愛媛県,33.84,132.77,0.8,2,0.2,9.4,E,0,3,曇り,,0.1,WNW,2.3,中潮,16.1,満月
2022-01-19,来島,来島,愛媛県,34.12,132.99,1.5,2.4,1.1,7,WNW,0,1,晴れ,,0,WNW,1.8,中潮,16.1,満月
2022-01-19,高松,高松,香川県,34.35,134.05,0.5,1.5,-0.1,8.9,SW,0,3,曇り,,0.1,WNW,2.1,中潮,16.1,満月
2022-01-19,阿南,阿南,徳島県,33.92,134.66,2,2.4,1.8,18.8,NW,0,0,快晴,,0.5,NNW,3.1,中潮,16.1,満月
2022-01-20,室戸,室戸,高知県,33.29,134.18,4.3,4.3,4.2,19,WNW,0,0,快晴,,0.9,W,6.6,中潮,17.1,十六夜
2022-01-20,高知,高知,高知県,33.56,133.54,2,2.5,0.9,3.4,ESE,0,3,曇り,,0.3,SSW,7.2,中潮,17.1,十六夜
2022-01-20,足摺,足摺,高知県,32.72,132.72,5.7,6.1,5.3,32.1,NW,0.1,51,弱い霧雨,,1.4,NW,5.1,中潮,17.1,十六夜
2022-01-20,宇和島,宇和島,愛媛県,33.22,132.56,3.8,3.9,3.7,21.9,NW,1.4,73,雪,,0.6,WNW,3.4,中潮,17.1,十六夜
2022-01-20,松山,松山,愛媛県,33.84,132.77,4.6,4.9,4.4,20.6,NW,0.2,51,弱い霧雨,,0.6,W,3.3,中潮,17.1,十六夜
2022-01-20,来島,来島,愛媛県,34.12,132.99,4.2,4.4,3.9,21.3,WNW,0.8,73,雪,,0.5,W,2.8,中潮,17.1,十六夜
2022-01-20,高松,高松,香川県,34.35,134.05,3.9,4.1,3.8,25.9,WNW,0,3,曇り,,0.4,W,2.6,中潮,17.1,十六夜
2022-01-20,阿南,阿南,徳島県,33.92,134.66,3.3,3.8,2.3,15.8,WNW,0.2,71,弱い雪,,0.4,WNW,2.9,中潮,17.1,十六夜
2022-01-21,室戸,室戸,高知県,33.29,134.18,0.3,0.8,-0.1,10.9,NNW,0,0,快晴,,0.9,NE,8.1,中潮,18.1,十六夜
2022-01-21,高知,高知,高知県,33.56,133.54,0.2,1.2,-0.4,7.4,SW,0,2,一部曇り,,0.3,NE,7.4,中潮,18.1,十六夜
2022-01-21,足摺,足摺,高知県,32.72,132.72,1.3,1.6,1,12.6,N,0,0,快晴,,1,WSW,6,中潮,18.1,十六夜
2022-01-21,宇和島,宇和島,愛媛県,33.22,132.56,0.1,0.3,-0.2,8.1,ENE,0,0,快晴,,0.3,NNW,3.3,中潮,18.1,十六夜
2022-01-21,松山,松山,愛媛県,33.84,132.77,1.4,1.8,1,10.7,NE,0,0,快晴,,0.3,N,2.8,中潮,18.1,十六夜
2022-01-21,来島,来島,愛媛県,34.12,132.99,0.8,1.8,0,8.4,N,0,0,快晴,,0.2,N,2.2,中潮,18.1,十六夜
2022-01-21,高松,高松,香川県,34.35,134.05,0.5,1.4,-0.1,11.4,W,0,0,快晴,,0.2,SE,2.9,中潮,18.1,十六夜
2022-01-21,阿南,阿南,徳島県,33.92,134.66,2.1,2.1,2,23.8,NNW,0,3,曇り,,0.7,NNW,3.4,中潮,18.1,十六夜
2022-01-22,室戸,室戸,高知県,33.29,134.18,2.1,4,0.4,8.2,ENE,0,1,晴れ,,0.9,ENE,7.9,小潮,19.1,十六夜
2022-01-22,高知,高知,高知県,33.56,133.54,-1.1,0,-1.6,8.5,NNW,0,3,曇り,,0.3,E,8,小潮,19.1,十六夜
2022-01-22,足摺,足摺,高知県,32.72,132.72,2.6,3.8,1.9,4.8,NNE,0,0,快晴,,0.6,E,10.7,小潮,19.1,十六夜
2022-01-22,宇和島,宇和島,愛媛県,33.22,132.56,0.3,1.2,-0.5,7.4,ESE,0,0,快晴,,0.1,NNW,3,小潮,19.1,十六夜
2022-01-22,松山,松山,愛媛県,33.84,132.77,0.8,1.2,0.3,9.3,ESE,0,2,一部曇り,,0.2,NNE,2.5,小潮,19.1,十六夜
2022-01-22,来島,来島,愛媛県,34.12,132.99,3.2,3.4,3,14.8,ENE,0,3,曇り,,0.2,NE,2,小潮,19.1,十六夜
2022-01-22,高松,高松,香川県,34.35,134.05,-1.3,-0.1,-2.8,5.2,SSW,0,2,一部曇り,,0,NNE,2.2,小潮,19.1,十六夜
2022-01-22,阿南,阿南,徳島県,33.92,134.66,1.7,2.2,1.4,17.3,NNW,0,3,曇り,,0.5,N,3.2,小潮,19.1,十六夜
2022-01-23,室戸,室戸,高知県,33.29,134.18,7.3,7.4,7.2,13,NE,1.4,53,霧雨,,0.9,ENE,9.3,小潮,20.1,十六夜
